iter	MultiClass
1514	0.1581694277
1515	0.1581043956
1516	0.1579417697
1517	0.1578880866
1518	0.1578162537
1519	0.1577724347
1520	0.157740015
1521	0.1576508108
1522	0.1575441932
1523	0.1574639827
1524	0.1574245365
1525	0.157401048
1526	0.1573760019
1527	0.1572514304
1528	0.157232973
1529	0.1572072481
1530	0.1571333302
1531	0.1570151524
1532	0.1569902706
1533	0.1569501313
1534	0.1569249116
1535	0.1568472756
1536	0.1567911715
1537	0.1567525495
1538	0.1567280264
1539	0.1566611461
1540	0.1565996102
1541	0.1564695787
1542	0.1563164136
1543	0.1562359135
1544	0.156197904
1545	0.1561267104
1546	0.1560358807
1547	0.1557941654
1548	0.1557713468
1549	0.1556224172
1550	0.1555807346
1551	0.1554054684
1552	0.1553349467
1553	0.1553045246
1554	0.1552035884
1555	0.1551502371
1556	0.1551392354
1557	0.1551249597
1558	0.1550907008
1559	0.155021908
1560	0.1549623277
1561	0.1548709519
1562	0.1547890546
1563	0.1546801908
1564	0.1546700215
1565	0.1545882128
1566	0.1545026224
1567	0.1543906326
1568	0.15430953
1569	0.1541423116
1570	0.1540906931
1571	0.1540307769
1572	0.154008333
1573	0.153852226
1574	0.15378864
1575	0.1537600844
1576	0.1537112667
1577	0.153573761
1578	0.1535450138
1579	0.1534953653
1580	0.1534281235
1581	0.1533911614
1582	0.1532660584
1583	0.1532483629
1584	0.1530864414
1585	0.1530400026
1586	0.1530151152
1587	0.1529712737
1588	0.1529142803
1589	0.152839138
1590	0.1527782613
1591	0.1527015292
1592	0.1524562754
1593	0.1523794468
1594	0.1523322595
1595	0.1522239077
1596	0.1522140595
1597	0.1521069345
1598	0.1520064433
1599	0.1519662878
1600	0.1518802442
1601	0.1518137954
1602	0.151742186
1603	0.1516730384
1604	0.1516465031
1605	0.1515574466
1606	0.1515084027
1607	0.1514097869
1608	0.1513810695
1609	0.1512858215
1610	0.1512243644
1611	0.1511852105
1612	0.1511208101
1613	0.1510072603
1614	0.1509709256
1615	0.1508952584
1616	0.1508507677
1617	0.1507968941
1618	0.1506550418
1619	0.1506214879
1620	0.1505841631
1621	0.1505558181
1622	0.1504134291
1623	0.1504061501
1624	0.150350823
1625	0.1501733904
1626	0.1501445914
1627	0.150103389
1628	0.150099826
1629	0.1500126975
1630	0.1498883068
1631	0.1498384143
1632	0.1498286469
1633	0.1497633641
1634	0.1496857494
1635	0.1495686975
1636	0.1493990603
1637	0.1493148496
1638	0.1492081509
1639	0.1491800703
1640	0.1491149424
1641	0.1490256921
1642	0.1488669012
1643	0.1488218863
1644	0.1488001439
1645	0.1486761658
1646	0.1486033715
1647	0.1485874136
1648	0.1485302251
1649	0.1484336327
1650	0.1484157477
1651	0.1483852979
1652	0.1482900354
1653	0.1482094302
1654	0.1481610794
1655	0.1480811961
1656	0.1479604512
1657	0.1479477153
1658	0.1479200389
1659	0.1478751902
1660	0.1478374265
1661	0.1477692199
1662	0.1477073128
1663	0.1476493527
1664	0.1475626209
1665	0.1475110344
1666	0.1474724319
1667	0.1474462164
1668	0.1472919632
1669	0.1472297214
1670	0.147145471
1671	0.1470373832
1672	0.1469725672
1673	0.1468938055
1674	0.1468370353
1675	0.1468085193
1676	0.1467951029
1677	0.1467704261
1678	0.146768231
1679	0.146724833
1680	0.1466628776
1681	0.146567659
1682	0.1464746512
1683	0.146368328
1684	0.1463036118
1685	0.1462170834
1686	0.1461882675
1687	0.1460408685
1688	0.1460070943
1689	0.1459663734
1690	0.1458810021
1691	0.1458167286
1692	0.145765589
1693	0.1457165031
1694	0.1457103308
1695	0.1456909826
1696	0.1456227022
1697	0.1455960836
1698	0.1455643224
1699	0.1454172437
1700	0.145365667
1701	0.1452697104
1702	0.145233988
1703	0.1452135269
1704	0.1451837064
1705	0.1451047937
1706	0.1450992562
1707	0.1450418947
1708	0.1450071728
1709	0.1448596142
1710	0.14475516
1711	0.1445997549
1712	0.1445754842
1713	0.1445175733
1714	0.1444108986
1715	0.1443610234
1716	0.14431793
1717	0.1442388807
1718	0.1442134791
1719	0.1441556398
1720	0.1441058987
1721	0.1440378505
1722	0.1439791102
1723	0.1438605389
1724	0.1436944437
1725	0.1436346259
1726	0.1436188385
1727	0.1435799987
1728	0.1434984326
1729	0.1434728033
1730	0.1434178084
1731	0.1433465375
1732	0.1433006015
1733	0.1432227519
1734	0.1431739778
1735	0.143058145
1736	0.1429486901
1737	0.1429033975
1738	0.1428534027
1739	0.1427880172
1740	0.1427286791
1741	0.1426985268
1742	0.1426788982
1743	0.1426241902
1744	0.1426027931
1745	0.142506562
1746	0.1423707494
1747	0.1423430617
1748	0.142227912
1749	0.1421804526
1750	0.1421297869
1751	0.142020086
1752	0.141904125
1753	0.1418182265
1754	0.1418083558
1755	0.1417364338
1756	0.1416472987
1757	0.141607114
1758	0.1415146079
1759	0.1414488335
1760	0.141364934
1761	0.1412985701
1762	0.1412687981
1763	0.1411693896
1764	0.1411079954
1765	0.1410461731
1766	0.1410293995
1767	0.140852053
1768	0.140754765
1769	0.140725883
1770	0.140693274
1771	0.1406264624
1772	0.1404259925
1773	0.1403449048
1774	0.1402261092
1775	0.1402019715
1776	0.1401252817
1777	0.1401074398
1778	0.1400904656
1779	0.1400597512
1780	0.140026438
1781	0.1399586183
1782	0.1399424562
1783	0.1398846902
1784	0.1398460873
1785	0.139799664
1786	0.1397718378
1787	0.1397206912
1788	0.1396507363
1789	0.1395826055
1790	0.139550064
1791	0.1394579921
1792	0.1394456789
1793	0.1394089913
1794	0.1393540686
1795	0.1393009339
1796	0.1392368503
1797	0.1391901192
1798	0.1391499324
1799	0.1390965554
1800	0.1390822429
1801	0.1389352782
1802	0.1388024111
1803	0.1387798074
1804	0.1386711009
1805	0.1385257185
1806	0.1384987651
1807	0.1384296719
1808	0.1383862511
1809	0.1382359127
1810	0.1381442896
1811	0.1380712442
1812	0.138025833
1813	0.1379643008
1814	0.1379028495
1815	0.1378766679
1816	0.1378132687
1817	0.1377893329
1818	0.1377399852
1819	0.1377075383
1820	0.1376351525
1821	0.1375935671
1822	0.13755972
1823	0.1375013984
1824	0.1374469233
1825	0.1374016715
1826	0.1372669997
1827	0.1372329833
1828	0.1371542157
1829	0.1370469819
1830	0.1369492187
1831	0.1369297867
1832	0.1368884462
1833	0.1368801964
1834	0.1368570352
1835	0.1367750313
1836	0.1366253618
1837	0.1365304562
1838	0.1365085317
1839	0.1364133202
1840	0.1363317658
1841	0.1362296241
1842	0.1362123578
1843	0.1361314058
1844	0.1360433802
1845	0.1360265546
1846	0.135932618
1847	0.1359071736
1848	0.1358682587
1849	0.1358299277
1850	0.1357607251
1851	0.1356414348
1852	0.1356219331
1853	0.1355694497
1854	0.1355025458
1855	0.1354336565
1856	0.1353965297
1857	0.1353267092
1858	0.1352772373
1859	0.1352570579
1860	0.1352214253
1861	0.1351670086
1862	0.1351445175
1863	0.1350977483
1864	0.1350564302
1865	0.1349979741
1866	0.1349771858
1867	0.1349162899
1868	0.1348347808
1869	0.1346805744
1870	0.1346044607
1871	0.1345812568
1872	0.1345589399
1873	0.1345134709
1874	0.1343859794
1875	0.1342906063
1876	0.1342188985
1877	0.1341643252
1878	0.1341371192
1879	0.1341060843
1880	0.1340459809
1881	0.1339300931
1882	0.1339223046
1883	0.1338509443
1884	0.1337891994
1885	0.1337257253
1886	0.1336066156
1887	0.1335648072
1888	0.1334543304
1889	0.1333238618
1890	0.1332674968
1891	0.1331927087
1892	0.1330815764
1893	0.1330489787
1894	0.1330231507
1895	0.1328708928
1896	0.1328316826
1897	0.1328174762
1898	0.1327488568
1899	0.1326885292
1900	0.1326649981
1901	0.1326411397
1902	0.1325486147
1903	0.1325009974
1904	0.13248461
1905	0.1324435678
1906	0.1324259147
1907	0.1323288061
1908	0.1320383242
1909	0.1319650422
1910	0.1319364589
1911	0.1318025041
1912	0.1317530208
1913	0.13171969
1914	0.1316310248
1915	0.1315284991
1916	0.131513942
1917	0.1314350278
1918	0.1313729004
1919	0.1313239041
1920	0.1312433294
1921	0.1312060336
1922	0.1310886431
1923	0.1310338873
1924	0.1309336908
1925	0.1309070128
1926	0.1308422818
1927	0.1307371487
1928	0.130710939
1929	0.1305957625
1930	0.1305757999
1931	0.1304483099
1932	0.1303776168
1933	0.1302727523
1934	0.1302352665
1935	0.1302018522
1936	0.1301873485
1937	0.1301481572
1938	0.1300772111
1939	0.1300617694
1940	0.1300152371
1941	0.1299630165
1942	0.1299308607
1943	0.1299153389
1944	0.1298200575
1945	0.1297960432
1946	0.129696319
1947	0.1296457105
1948	0.1295987453
1949	0.1294716003
1950	0.1294159107
1951	0.1293786438
1952	0.1293314931
1953	0.1292847495
1954	0.1292599068
1955	0.1292146316
1956	0.1290807204
1957	0.1289864729
1958	0.1288598906
1959	0.1288239272
1960	0.1287932062
1961	0.1287519051
1962	0.1286688543
1963	0.128578564
1964	0.1285542381
1965	0.1284471871
1966	0.1283469635
1967	0.1282866551
1968	0.1281866805
1969	0.128116411
1970	0.1280138625
1971	0.1279735677
1972	0.1279441361
1973	0.127890615
1974	0.1278464134
1975	0.1278270265
1976	0.1277931298
1977	0.1277581341
1978	0.1276823111
1979	0.1276336114
1980	0.1276062466
1981	0.1275280146
1982	0.1274875069
1983	0.1274307979
1984	0.1274125503
1985	0.127358308
1986	0.1272776048
1987	0.1272112773
1988	0.127168743
1989	0.1271204224
1990	0.1270018921
1991	0.1269237544
1992	0.1268767552
1993	0.1268202259
1994	0.1268115713
1995	0.1267292863
1996	0.1266675252
1997	0.1266384072
1998	0.1265835042
1999	0.1265651149
